,Element-type,Size,Shape,Data-type
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStd,Dataset,1,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdOk,Dataset,1,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdThr,Dataset,1,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeaks,Dataset,288,"(288,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPositions,Dataset,288,"(288,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/diagnostic,Dataset,1,"(1,)",int16
AwakeEventData/SPSBQMSPSv1/Acquisition/doubletIntensitySplitOk,Dataset,1,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/doublets,Dataset,1,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/filledBuckets,Dataset,288,"(288,)",int32
AwakeEventData/SPSBQMSPSv1/Acquisition/firstBunchPositionOk,Dataset,1,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/isTrailingDoublet,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/SPSBQMSPSv1/Acquisition/nAllowedLongBunches,Dataset,1,"(1,)",int16
AwakeEventData/SPSBQMSPSv1/Acquisition/nBunches,Dataset,1,"(1,)",int32
AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMax,Dataset,1,"(1,)",int16
AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMaxOk,Dataset,1,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesRamp,Dataset,1,"(1,)",int32
AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesIntensity,Dataset,1,"(1,)",int32
AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesMidBucket,Dataset,1,"(1,)",int32
AwakeEventData/SPSBQMSPSv1/Acquisition/nTooLongBunches,Dataset,1,"(1,)",int16
AwakeEventData/SPSBQMSPSv1/Acquisition/nWarningMessages,Dataset,1,"(1,)",int16
AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMax,Dataset,1,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMaxThr,Dataset,1,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltas,Dataset,1,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMax,Dataset,1,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMaxThr,Dataset,1,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/patternOk,Dataset,1,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsIntensity,Dataset,4620,"(4620,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsMid,Dataset,4620,"(4620,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesIntensityThr,Dataset,1,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesMidBucketThr,Dataset,1,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesOk,Dataset,1,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/stabilityOk,Dataset,1,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/tgmNLSQCTL,Dataset,1,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/tgmSCNUM,Dataset,1,"(1,)",int32
AwakeEventData/SPSBQMSPSv1/Acquisition/verifyPattern,Dataset,1,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/warningMessages,Dataset,50,"(50,)",|S48
AwakeEventData/SPSBQMSPSv1/Acquisition/wrongBuckets,Dataset,288,"(288,)",int32
AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition,Group,,,
AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition/rawWaveFT,Dataset,80000,"(80000,)",int16
AwakeEventData/SR.AWGAMP,Group,,,
AwakeEventData/SR.AWGAMP/Status,Group,,,
AwakeEventData/SR.AWGAMP/Status/position,Dataset,1,"(1,)",int64
AwakeEventData/SR.AWGPH,Group,,,
AwakeEventData/SR.AWGPH/Status,Group,,,
AwakeEventData/SR.AWGPH/Status/position,Dataset,1,"(1,)",int64
AwakeEventData/SR.AWINTLK,Group,,,
AwakeEventData/SR.AWINTLK/PhaseAcq,Group,,,
AwakeEventData/SR.AWINTLK/PhaseAcq/phaseShifter,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE27.CH01,Group,,,
AwakeEventData/SR.SCOPE27.CH01/Acquisition,Group,,,
AwakeEventData/SR.SCOPE27.CH01/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE27.CH01/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE27.CH01/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE27.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE27.CH01/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE27.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE27.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE27.CH01/Acquisition/value,Dataset,320,"(1, 320)",int16
AwakeEventData/SR.SCOPE27.CH01/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/SR.SCOPE28.CH01,Group,,,
AwakeEventData/SR.SCOPE28.CH01/Acquisition,Group,,,
AwakeEventData/SR.SCOPE28.CH01/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE28.CH01/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE28.CH01/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE28.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE28.CH01/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE28.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE28.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE28.CH01/Acquisition/value,Dataset,320,"(1, 320)",int16
AwakeEventData/SR.SCOPE28.CH01/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/SR.SCOPE29.CH01,Group,,,
AwakeEventData/SR.SCOPE29.CH01/Acquisition,Group,,,
AwakeEventData/SR.SCOPE29.CH01/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE29.CH01/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE29.CH01/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE29.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE29.CH01/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE29.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE29.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE29.CH01/Acquisition/value,Dataset,320,"(1, 320)",int16
AwakeEventData/SR.SCOPE29.CH01/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/SR.SCOPE30.CH01,Group,,,
AwakeEventData/SR.SCOPE30.CH01/Acquisition,Group,,,
AwakeEventData/SR.SCOPE30.CH01/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE30.CH01/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE30.CH01/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE30.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH01/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE30.CH01/Acquisition/value,Dataset,4000,"(1, 4000)",int16
AwakeEventData/SR.SCOPE30.CH01/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/SR.SCOPE30.CH02,Group,,,
AwakeEventData/SR.SCOPE30.CH02/Acquisition,Group,,,
AwakeEventData/SR.SCOPE30.CH02/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE30.CH02/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE30.CH02/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE30.CH02/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH02/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH02/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH02/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE30.CH02/Acquisition/value,Dataset,4000,"(1, 4000)",int16
AwakeEventData/SR.SCOPE30.CH02/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH01,Group,,,
AwakeEventData/SR.SCOPE43.CH01/Acquisition,Group,,,
AwakeEventData/SR.SCOPE43.CH01/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH01/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH01/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH01/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH01/Acquisition/value,Dataset,352,"(1, 352)",int16
AwakeEventData/SR.SCOPE43.CH01/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH02,Group,,,
AwakeEventData/SR.SCOPE43.CH02/Acquisition,Group,,,
AwakeEventData/SR.SCOPE43.CH02/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH02/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH02/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH02/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH02/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH02/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH02/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH02/Acquisition/value,Dataset,352,"(1, 352)",int16
AwakeEventData/SR.SCOPE43.CH02/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH03,Group,,,
AwakeEventData/SR.SCOPE43.CH03/Acquisition,Group,,,
AwakeEventData/SR.SCOPE43.CH03/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH03/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH03/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH03/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH03/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH03/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH03/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH03/Acquisition/value,Dataset,352,"(1, 352)",int16
AwakeEventData/SR.SCOPE43.CH03/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH04,Group,,,
AwakeEventData/SR.SCOPE43.CH04/Acquisition,Group,,,
AwakeEventData/SR.SCOPE43.CH04/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH04/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH04/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH04/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH04/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH04/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH04/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH04/Acquisition/value,Dataset,352,"(1, 352)",int16
AwakeEventData/SR.SCOPE43.CH04/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH05,Group,,,
AwakeEventData/SR.SCOPE43.CH05/Acquisition,Group,,,
AwakeEventData/SR.SCOPE43.CH05/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH05/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH05/Acquisition/value,Dataset,352,"(1, 352)",int16
AwakeEventData/SR.SCOPE43.CH05/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH06,Group,,,
AwakeEventData/SR.SCOPE43.CH06/Acquisition,Group,,,
AwakeEventData/SR.SCOPE43.CH06/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH06/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH06/Acquisition/value,Dataset,252,"(1, 252)",int16
AwakeEventData/SR.SCOPE43.CH06/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH07,Group,,,
AwakeEventData/SR.SCOPE43.CH07/Acquisition,Group,,,
AwakeEventData/SR.SCOPE43.CH07/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH07/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH07/Acquisition/value,Dataset,352,"(1, 352)",int16
AwakeEventData/SR.SCOPE43.CH07/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH08,Group,,,
AwakeEventData/SR.SCOPE43.CH08/Acquisition,Group,,,
AwakeEventData/SR.SCOPE43.CH08/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH08/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH08/Acquisition/value,Dataset,252,"(1, 252)",int16
AwakeEventData/SR.SCOPE43.CH08/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/SR.SCOPE45.CH01,Group,,,
AwakeEventData/SR.SCOPE45.CH01/Acquisition,Group,,,
AwakeEventData/SR.SCOPE45.CH01/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH01/Acquisition/value,Dataset,352,"(1, 352)",int16
AwakeEventData/SR.SCOPE45.CH01/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/SR.SCOPE45.CH02,Group,,,
AwakeEventData/SR.SCOPE45.CH02/Acquisition,Group,,,
AwakeEventData/SR.SCOPE45.CH02/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH02/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH02/Acquisition/value,Dataset,352,"(1, 352)",int16
AwakeEventData/SR.SCOPE45.CH02/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/SR.SCOPE45.CH03,Group,,,
AwakeEventData/SR.SCOPE45.CH03/Acquisition,Group,,,
AwakeEventData/SR.SCOPE45.CH03/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH03/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH03/Acquisition/value,Dataset,352,"(1, 352)",int16
AwakeEventData/SR.SCOPE45.CH03/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/SR.SCOPE45.CH04,Group,,,
AwakeEventData/SR.SCOPE45.CH04/Acquisition,Group,,,
AwakeEventData/SR.SCOPE45.CH04/Acquisition/CTime,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/cycleTag,Dataset,1,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/diffStamps,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH04/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/offset,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/sensitivity,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerError,Dataset,1,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH04/Acquisition/value,Dataset,352,"(1, 352)",int16
AwakeEventData/SR.SCOPE45.CH04/Acquisition/value_units,Dataset,1,"(1,)",|S1
AwakeEventData/Sps2AwakeSynchro,Group,,,
AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs,Group,,,
AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs/delay,Dataset,1,"(1,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1,Group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,Group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/channelRead,Dataset,1,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataAxis,Dataset,5000,"(5000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataValue,Dataset,5000,"(5000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileCount,Dataset,1,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileName,Dataset,1,"(1,)",|S29
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileTime,Dataset,1,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerName,Dataset,100,"(100,)",|S17
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerValue,Dataset,100,"(100,)",|S16
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2,Group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead,Group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/channelRead,Dataset,1,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataAxis,Dataset,5000,"(5000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataValue,Dataset,5000,"(5000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileCount,Dataset,1,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileName,Dataset,1,"(1,)",|S29
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileTime,Dataset,1,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerName,Dataset,100,"(100,)",|S17
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerValue,Dataset,100,"(100,)",|S16
